filepath,label,label_id,is_augmented
C:\lab-hackathon\dataset\Gingivitis\(913).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1125).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(1150).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3682.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(795).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(756).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(881).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\373.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Calculus\(86).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3656.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(141).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1568).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3579.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\original\143.jpg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(823).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(1138).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2643.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7676.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3372.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\original\11.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1102.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(323).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7508.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(2026).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(790).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(568).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(472).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(913).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(1051).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_4846.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_576.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9314.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_8380.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\original\53.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_6159.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1910).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\original\218.jpg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(69).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(751).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(973).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1226).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3413.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2559.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7109.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\original\172.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Calculus\(773).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(911).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4751.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_3335.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6858.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1018.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(776).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1504.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(36).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4096.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\(161).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1462).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1457).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\original\174.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_4525.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_2994.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(140).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(550).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(299).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_2841.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\295.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3706.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(205).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_4881.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_65.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2215.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(368).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\original\22.jpg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(2148).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(619).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(1164).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1329).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_6991.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1569.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_8651.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_60.jpeg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_613.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(2078).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1266).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7909.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(232).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5335.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_8599.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1016.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1099).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\original\154.jpg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_8601.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_3475.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3386.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\original\215.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Gingivitis\(2002).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1290).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(573).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\88.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(99).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(865).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(666).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(2040).JPG,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(424).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(1131).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(64).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2995.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\79.jpg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_8121.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(2136).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(448).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(161).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(1212).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(817).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(2016).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9072.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(3).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(516).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(416).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\original\36.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_940.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_3643.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(2058).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(144).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4515.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\original\191.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3633.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(675).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_8175.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(739).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\566.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3678.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\633.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_3007.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\14.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1738.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1864).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7038.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1109).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7268.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2531.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1979).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5379.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\353.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\461.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_9772.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(109).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\original\56.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1029.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(669).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1067).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_8898.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_5622.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(75).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_9645.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\110.jpg,Caries,0,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_6555.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Gingivitis\(1211).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4542.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_1347.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1886).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_5138.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\126.jpg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(166).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\133.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3849.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(463).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1071).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_194.jpeg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4634.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_8988.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\original\62.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2560.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(934).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\256.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_6998.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(653).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1568.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1104).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(37).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_6404.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6750.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(151).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_2761.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_3314.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7856.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(978).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7526.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(487).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(1030).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(994).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Hypodontia\(994).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7472.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Hypodontia\(60).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\492.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Hypodontia\(1155).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_5915.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_4758.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(4).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\original\126.jpg,Caries,0,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7117.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_6504.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\original\47.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_9487.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_2031.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Hypodontia\(1086).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4487.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(528).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7107.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Calculus\(1126).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(827).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(1225).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1094).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1133).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(2070).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6727.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1264).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(537).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_6881.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(532).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\242.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Hypodontia\(220).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_376.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6079.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_542.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\original\132.jpg,Caries,0,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_8519.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4969.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1141).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1074).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3522.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_7770.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3814.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(1785).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_3764.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(949).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_508.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(113).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_493.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(2033).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1716).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_4697.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\original\138.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Gingivitis\(1404).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_4096.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\original\191.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Gingivitis\(948).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1351.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(1055).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(2250).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1331.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(843).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_7024.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_7146.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\original\195.jpg,Caries,0,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\43.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Hypodontia\(282).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(248).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(1029).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Tooth Discoloration\augmented\Tooth_Discoloration_0_1632.jpeg,Tooth Discoloration,3,1
C:\lab-hackathon\dataset\Calculus\(435).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(871).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(515).jpg,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_9634.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(834).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(596).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3923.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Caries\augmented\caries_0_42.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Ulcers\original\119.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Tooth Discoloration\original\108.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Gingivitis\(1069).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Gingivitis\(1474).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\472.jpg,Tooth Discoloration,3,0
C:\lab-hackathon\dataset\Calculus\(360).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1277).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Hypodontia\(1032).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(563).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Hypodontia\(145).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Gingivitis\(1663).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1064).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3891.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Gingivitis\(2317).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1025).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Calculus\(631).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\51.jpg,Caries,0,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_3305.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(219).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Hypodontia\(742).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_2046.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(2251).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_4518.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Calculus\(66).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_132.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\caries_0_331.jpeg,Caries,0,0
C:\lab-hackathon\dataset\Gingivitis\(1544).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Calculus\(1087).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(1817).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_6768.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Gingivitis\(1024).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_3000.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\Ulcers\augmented\Mouth_Ulcer_0_1762.jpeg,Ulcers,4,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\320.jpg,Ulcers,4,0
C:\lab-hackathon\dataset\Caries\original\176.jpg,Caries,0,0
C:\lab-hackathon\dataset\Hypodontia\(839).JPG,Hypodontia,5,0
C:\lab-hackathon\dataset\Calculus\(706).jpg,Calculus,1,0
C:\lab-hackathon\dataset\yolo_bbox\images\train\(170).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_9188.jpeg,Caries,0,1
C:\lab-hackathon\dataset\yolo_bbox\images\train\(38).jpg,Gingivitis,2,0
C:\lab-hackathon\dataset\Caries\augmented\caries_0_5260.jpeg,Caries,0,1
C:\lab-hackathon\dataset\Calculus\(1191).jpg,Calculus,1,0
C:\lab-hackathon\dataset\Gingivitis\(667).jpg,Gingivitis,2,0
